x,p,n,phi
3.694779116465863322e-01,9.567843658061405687e-01,9.561526040653172132e-01,5.417827324269005596e-01
3.734939759036144391e-01,9.571928753116761834e-01,9.578713106702292368e-01,5.389321885881556140e-01
3.775100401606425460e-01,9.594568399121384816e-01,9.588286376865117200e-01,5.361910680423500608e-01
3.815261044176706529e-01,9.598751210634041131e-01,9.605497596577150521e-01,5.333486261911418724e-01
3.855421686746987597e-01,9.621293784693900619e-01,9.615046708310083234e-01,5.306149952614206411e-01
3.895582329317268666e-01,9.625573028903587902e-01,9.632282113855943351e-01,5.277806066603099033e-01
3.935742971887549735e-01,9.648019804358943796e-01,9.641807034725388137e-01,5.250544273615065372e-01
3.975903614457830804e-01,9.652394218245671231e-01,9.659066658549594342e-01,5.222280437170707668e-01
4.016064257028111872e-01,9.674746447893438628e-01,9.668567355852580869e-01,5.195092783417584181e-01
4.056224899598392941e-01,9.679214788785812651e-01,9.685851230668283129e-01,5.166908517990317362e-01
4.096385542168674565e-01,9.701473705266953074e-01,9.695327671437372619e-01,5.139794629150924443e-01
4.136546184738955634e-01,9.706034750458983895e-01,9.712635830221472144e-01,5.111689460520950634e-01
4.176706827309236703e-01,9.728201566637565412e-01,9.722087981229556863e-01,5.084648965003102372e-01
4.216867469879517771e-01,9.732854113013725827e-01,9.739420457217917715e-01,5.056622423226645457e-01
4.257028112449798840e-01,9.754930022347777507e-01,9.748848284982939427e-01,5.029654952143273183e-01
4.297188755020079909e-01,9.759672886016147464e-01,9.766205111665693384e-01,5.001706571499597853e-01
4.337349397590360978e-01,9.781659062920576853e-01,9.775608582455261875e-01,4.974811758645078519e-01
4.377510040160642046e-01,9.786491078853855052e-01,9.792989793572199897e-01,4.946941077584349755e-01
4.417670682730923115e-01,9.808388679055561887e-01,9.802368873408132677e-01,4.920118559411048587e-01
4.457831325301204184e-01,9.813308700739753476e-01,9.819774502944187411e-01,4.892325120503012159e-01
4.497991967871485253e-01,9.835118861625167241e-01,9.829129157606961709e-01,4.865574536098037917e-01
4.538152610441766877e-01,9.840125760715775494e-01,9.846559239787773254e-01,4.837857885981509121e-01
4.578313253012047945e-01,9.861849601670987786e-01,9.855889434820886974e-01,4.811178877043670310e-01
4.618473895582329014e-01,9.866942267656522159e-01,9.873344004108450811e-01,4.783538566376810963e-01
4.658634538152610083e-01,9.888580890400179291e-01,9.882649704822714654e-01,4.756930777193787430e-01
4.698795180722891152e-01,9.893758230272809984e-01,9.900128795911113944e-01,4.729366360605163910e-01
4.738955823293172220e-01,9.915312719181957890e-01,9.909409967388848051e-01,4.702829438030879938e-01
4.779116465863453289e-01,9.920573657115133726e-01,9.926913615200061436e-01,4.675340474071278396e-01
4.819277108433734358e-01,9.942045079544176156e-01,9.936170222299227639e-01,4.648874067503481755e-01
4.859437751004015427e-01,9.947388556577052565e-01,9.953698461979021417e-01,4.621460118598473277e-01
4.899598393574296495e-01,9.968777963169975775e-01,9.962930469337267780e-01,4.595063879956519659e-01
4.939759036144578119e-01,9.974202936898487470e-01,9.980483336251160242e-01,4.567724512359757627e-01
4.979919678714859188e-01,9.995511361894534597e-01,9.989690708289794552e-01,4.541398096062598810e-01
5.020080321285139702e-01,1.000101680616894972e+00,1.000726823801909582e+00,4.514132879809836796e-01
5.060240963855421326e-01,1.002224526770186808e+00,1.001645093894698801e+00,4.487875942754208092e-01
5.100401606425701839e-01,1.002783017233067842e+00,1.003405316728491758e+00,4.460684451618018853e-01
5.140562248995983463e-01,1.004897967272172732e+00,1.004321116110232559e+00,4.434496653156824730e-01
5.180722891566265087e-01,1.005464304318172353e+00,1.006083812405019318e+00,4.407378464602019208e-01
5.220883534136545601e-01,1.007571456922656150e+00,1.006997137455251545e+00,4.381259466522927082e-01
5.261044176706827225e-01,1.008145542637894465e+00,1.008762310831597953e+00,4.354214161662646188e-01
5.301204819277107738e-01,1.010244994962855136e+00,1.009673157909745322e+00,4.328163628166865062e-01
5.341365461847389362e-01,1.010826732944093864e+00,1.011440812008284507e+00,4.301190791719342044e-01
5.381526104417669876e-01,1.012918580647670819e+00,1.012349177454015869e+00,4.275208389400608211e-01
5.421686746987951500e-01,1.013507875975089956e+00,1.014119315935087640e+00,4.248307609646582717e-01
5.461847389558232013e-01,1.015592213245405384e+00,1.015025196068672031e+00,4.222393007470334192e-01
5.502008032128513637e-01,1.016188972455942308e+00,1.016797822611968716e+00,4.195563876211114152e-01
5.542168674698794151e-01,1.018265892037484965e+00,1.017701213734624632e+00,4.169716745493863286e-01
5.582329317269075775e-01,1.018870023098722655e+00,1.019476332038843358e+00,4.142958858010011292e-01
5.622489959839357399e-01,1.020939616318190302e+00,1.020377230433081817e+00,4.117178872398904454e-01
5.662650602409637912e-01,1.021551028602782463e+00,1.022154844215582559e+00,4.090491827409548087e-01
5.702811244979919536e-01,1.023613385394392283e+00,1.023053246145542383e+00,4.064778662862119640e-01
5.742971887550200050e-01,1.024231989655013164e+00,1.024833359142014011e+00,4.038162062484865755e-01
5.783132530120481674e-01,1.026287198585295934e+00,1.025729260853792457e+00,4.012515397248981874e-01
5.823293172690762187e-01,1.026912906930099956e+00,1.027511876817922554e+00,3.985968846960432077e-01
5.863453815261043811e-01,1.028961055222186838e+00,1.028405274539899716e+00,3.960388361554421088e-01
5.903614457831324325e-01,1.029593781090771820e+00,1.030190397243051503e+00,3.933911470151269518e-01
5.943775100401605949e-01,1.031634954648186886e+00,1.031081287186208728e+00,3.908396847344237091e-01
5.983935742971886462e-01,1.032274612788043333e+00,1.032868920417104652e+00,3.881989226904943302e-01
6.024096385542168086e-01,1.034308896218013807e+00,1.033757298775336508e+00,3.856540151697276930e-01
6.064257028112449710e-01,1.034955402661452917e+00,1.035547446339745381e+00,3.830201417544307763e-01
6.104417670682730224e-01,1.036982879297745130e+00,1.036433309290166971e+00,3.804817577148362773e-01
6.144578313253011848e-01,1.037636151339294210e+00,1.038225975010599322e+00,3.778547347810983781e-01
6.184738955823292361e-01,1.039656903264591037e+00,1.039109318713848484e+00,3.753228431631949191e-01
6.224899598393573985e-01,1.040316859438843000e+00,1.040904506429254361e+00,3.727026328809565636e-01
6.265060240963854499e-01,1.042330967506668316e+00,1.041785327029786767e+00,3.701772028426515981e-01
6.305220883534136123e-01,1.042997527566578819e+00,1.043583040595261968e+00,3.675637676952546173e-01
6.345381526104416636e-01,1.045005071422782095e+00,1.044461334221643112e+00,3.650447686099668188e-01
6.385542168674698260e-01,1.045678156318401442e+00,1.046261577508138307e+00,3.624380713905943074e-01
6.425702811244979884e-01,1.047679214422211791e+00,1.047137340273327721e+00,3.599254728453942787e-01
6.465863453815260398e-01,1.048358746279842713e+00,1.048940117167364461e+00,3.573254766535621241e-01
6.506024096385542022e-01,1.050353395924501498e+00,1.049813345168997936e+00,3.548192484473304820e-01
6.546184738955822535e-01,1.051039298026273272e+00,1.051618659572387982e+00,3.522259166854297963e-01
6.586345381526104159e-01,1.053027615359256153e+00,1.052489348893052012e+00,3.497260288270330197e-01
6.626506024096384673e-01,1.053719812123104393e+00,1.054297204722623116e+00,3.471393251969221994e-01
6.666666666666666297e-01,1.055701872165940802e+00,1.055165351430126242e+00,3.446457479034057414e-01
6.706827309236946810e-01,1.056400289125986269e+00,1.056975752617452358e+00,3.420656364030515428e-01
6.746987951807228434e-01,1.058376165793684764e+00,1.057841352765091170e+00,3.395783400978499844e-01
6.787148594377508948e-01,1.059080729581001634e+00,1.059654303256226449e+00,3.370047850180167837e-01
6.827309236947790572e-01,1.061050495701092000e+00,1.060517352883046938e+00,3.345237403291813072e-01
6.867469879518072196e-01,1.061761134024853170e+00,1.062332856638266154e+00,3.319567062501674326e-01
6.907630522088352709e-01,1.063724861356052598e+00,1.063193351769319950e+00,3.294818840086098932e-01
6.947791164658634333e-01,1.064441502985050025e+00,1.065011412762861598e+00,3.269213357970304767e-01
6.987951807228914847e-01,1.066399262235561141e+00,1.065869349409459543e+00,3.244527070347844044e-01
7.028112449799196471e-01,1.067121836980087446e+00,1.067689971629274703e+00,3.218986098403998630e-01
7.068273092369476984e-01,1.069073697825537739e+00,1.068545345789233325e+00,3.194361457888980627e-01
7.108433734939758608e-01,1.069802136519623526e+00,1.070368533236738751e+00,3.168884650414874327e-01
7.148594377510039122e-01,1.071748167620652836e+00,1.071221340894624507e+00,3.144321371298560708e-01
7.188755020080320746e-01,1.072482402104652843e+00,1.073047097584459486e+00,3.118908385361343627e-01
7.228915662650601259e-01,1.074422671124157347e+00,1.073897334711827911e+00,3.094406183895032636e-01
7.269076305220882883e-01,1.075162634227674330e+00,1.075725664671615345e+00,3.069056679300821711e-01
7.309236947791164507e-01,1.077097207847714344e+00,1.076573327227246635e+00,3.044615273679112666e-01
7.349397590361445021e-01,1.077842833372856690e+00,1.078404234497359226e+00,3.019328912943022303e-01
7.389558232931726645e-01,1.079771777311236747e+00,1.079249318427489168e+00,2.994948023287241079e-01
7.429718875502007158e-01,1.080523000016200497e+00,1.081082807060818052e+00,2.969724471603834570e-01
7.469879518072288782e-01,1.082446379042726559e+00,1.081925308299365174e+00,2.945403819945617285e-01
7.510040160642569296e-01,1.083203134625696284e+00,1.083761382361094094e+00,2.920242745159771225e-01
7.550200803212850920e-01,1.085121012578118993e+00,1.084601296829882378e+00,2.895982055424807800e-01
7.590361445783131433e-01,1.085883237661478429e+00,1.086439960397265203e+00,2.870883128002973406e-01
7.630522088353413057e-01,1.087795677461129262e+00,1.087277284006244571e+00,2.846682125994901558e-01
7.670682730923693571e-01,1.088563309575977689e+00,1.089118541168385690e+00,2.821645018996773446e-01
7.710843373493975195e-01,1.090470373243103364e+00,1.089953269815846504e+00,2.797503432381233113e-01
7.751004016064256819e-01,1.091243350814067981e+00,1.091797124673486552e+00,2.772527821431799988e-01
7.791164658634537332e-01,1.093145099482871085e+00,1.092629254246272996e+00,2.748445379720634851e-01
7.831325301204818956e-01,1.093923361813211370e+00,1.094475710911576583e+00,2.723530942982618774e-01
7.871485943775099470e-01,1.095819855746602789e+00,1.095305237285293831e+00,2.699507377518235440e-01
7.911646586345381094e-01,1.096603343003600850e+00,1.097154299881642814e+00,2.674653795664909128e-01
7.951807228915661607e-01,1.098494641607670186e+00,1.097981218920862201e+00,2.650688839604782854e-01
7.991967871485943231e-01,1.099283294808297784e+00,1.099832891582650518e+00,2.625895795793156129e-01
8.032128514056223745e-01,1.101169456646508227e+00,1.100657199141111153e+00,2.601989184094483654e-01
8.072289156626505369e-01,1.101963217643368020e+00,1.102511486013544539e+00,2.577256363938855710e-01
8.112449799196785882e-01,1.103844300450480986e+00,1.103333177934350928e+00,2.553407833343357969e-01
8.152610441767067506e-01,1.104643111918014675e+00,1.105190083173249294e+00,2.528734924889228797e-01
8.192771084337349130e-01,1.106519172613751989e+00,1.106009155289065848e+00,2.504944213908099071e-01
8.232931726907629644e-01,1.107322978034709804e+00,1.107868683060668547e+00,2.480330907606432544e-01
8.273092369477911268e-01,1.109194072737156755e+00,1.108685131193910101e+00,2.456597756505422281e-01
8.313253012048191781e-01,1.110002816389325631e+00,1.110547285674683859e+00,2.432043745187243144e-01
8.353413654618473405e-01,1.111869000428087118e+00,1.111361105637701074e+00,2.408367895971866013e-01
8.393574297188753919e-01,1.112682627371277988e+00,1.113225891014145486e+00,2.383872874823155796e-01
8.433734939759035543e-01,1.114543955300408173e+00,1.114037078609395826e+00,2.360254071223948646e-01
8.473895582329316056e-01,1.115362411363732598e+00,1.115904499077831735e+00,2.335817737760687574e-01
8.514056224899597680e-01,1.117218936974509580e+00,1.116713050098004256e+00,2.312255725218216595e-01
8.554216867469878194e-01,1.118042168744074916e+00,1.118583109864274894e+00,2.287877779260953370e-01
8.594377510040159818e-01,1.119893945077910180e+00,1.119389020092227405e+00,2.264372304909309519e-01
8.634538152610441442e-01,1.120721899885521511e+00,1.121261723371021812e+00,2.240052448554661069e-01
8.674698795180721955e-01,1.122568979248222965e+00,1.122064988578929334e+00,2.216603261198094033e-01
8.714859437751003579e-01,1.123401605163583783e+00,1.123940339591489534e+00,2.192341198776135425e-01
8.755020080321284093e-01,1.125244039146138686e+00,1.124740955536640108e+00,2.168948048836081555e-01
8.795180722891565717e-01,1.126081284983231345e+00,1.126618958501568235e+00,2.144743486806708899e-01
8.835341365461846230e-01,1.127919124511149507e+00,1.127416920907875708e+00,2.121406126142373616e-01
8.875502008032127854e-01,1.128760939894387860e+00,1.129297580002469603e+00,2.097258772730705434e-01
8.915662650602408368e-01,1.130594235399810188e+00,1.130092884480960125e+00,2.073976953920224076e-01
8.955823293172689992e-01,1.131440571085076785e+00,1.131976203676515746e+00,2.049886517637685701e-01
8.995983935742970505e-01,1.133269373204986774e+00,1.132768845384648060e+00,2.026659990955700374e-01
9.036144578313252129e-01,1.134120182491623385e+00,1.134654827741932603e+00,2.002626174358490274e-01
9.076305220883533753e-01,1.135944545021939645e+00,1.135444799923394976e+00,1.979454674901824918e-01
9.116465863453814267e-01,1.136799789844218367e+00,1.137333444572148577e+00,1.955477147964079232e-01
9.156626506024095891e-01,1.138619782380261514e+00,1.138120732289841897e+00,1.932360340575905999e-01
9.196787148594376404e-01,1.139479459505628789e+00,1.140012021456303426e+00,1.908438626669418936e-01
9.236947791164658028e-01,1.141295221739316856e+00,1.140796574653198281e+00,1.885375869796971082e-01
9.277108433734938542e-01,1.142159475503568222e+00,1.142690417853682971e+00,1.861508856402663281e-01
9.317269076305220166e-01,1.143971450955339364e+00,1.143472035367548711e+00,1.838498187825559349e-01
9.357429718875500679e-01,1.144841059047077225e+00,1.145368028944000027e+00,1.814682023227761343e-01
9.397590361445782303e-01,1.146651002956898369e+00,1.146145858332593859e+00,1.791715796367940039e-01
9.437751004016063927e-01,1.147529472985953536e+00,1.148042247640763680e+00,1.767934833254986293e-01
9.477911646586344441e-01,1.149344805727894325e+00,1.148812624757736378e+00,1.744980912697491615e-01
9.518072289156626065e-01,1.150247438529206967e+00,1.150701817933467153e+00,1.721168649580750998e-01
9.558232931726906578e-01,1.152100081425054157e+00,1.151448920505362183e+00,1.698089244650588525e-01
9.598393574297188202e-01,1.153093220653184980e+00,1.153298065197511102e+00,1.673959597111932540e-01
9.638554216867468716e-01,1.155121252222118811e+00,1.153953417566364381e+00,1.650160338670752513e-01
9.678714859437750340e-01,1.156492655072759446e+00,1.155620190934799396e+00,1.624477506326321707e-01
9.718875502008030853e-01,1.159295404589434586e+00,1.155887009880960603e+00,1.597387496455786593e-01
9.759036144578312477e-01,1.162297260201857751e+00,1.156754293020908042e+00,1.564800164431618679e-01
9.799196787148592991e-01,1.168491959430724370e+00,1.155345878301918150e+00,1.523272706956329547e-01
9.839357429718874615e-01,1.178630042183526960e+00,1.152741024607188525e+00,1.460542234805783102e-01
9.879518072289156239e-01,1.199877168123968163e+00,1.144102245952278052e+00,1.356055956174150312e-01
9.919678714859436752e-01,1.242333928001361221e+00,1.126572429374814943e+00,1.161611576589806627e-01
9.959839357429718376e-01,1.334861985286794006e+00,1.087289108510617996e+00,7.804581138833421861e-02
1.000000000000000000e+00,1.544420026545898939e+00,1.008303796330363378e+00,0.000000000000000000e+00
