x,p,n,phi
1.325301204819276935e-01,9.999999999999988898e-01,1.000000000000000222e+00,8.674698795180705302e-01
1.365461847389558003e-01,9.999999999999991118e-01,1.000000000000000222e+00,8.634538152610422568e-01
1.405622489959839350e-01,9.999999999999993339e-01,1.000000000000000000e+00,8.594377510040139834e-01
1.445783132530120418e-01,9.999999999999997780e-01,9.999999999999997780e-01,8.554216867469857100e-01
1.485943775100401487e-01,1.000000000000000000e+00,9.999999999999996669e-01,8.514056224899573255e-01
1.526104417670682556e-01,1.000000000000000444e+00,9.999999999999994449e-01,8.473895582329290521e-01
1.566265060240963625e-01,1.000000000000000666e+00,9.999999999999994449e-01,8.433734939759008897e-01
1.606425702811244971e-01,1.000000000000000666e+00,9.999999999999993339e-01,8.393574297188727273e-01
1.646586345381526040e-01,1.000000000000000666e+00,9.999999999999994449e-01,8.353413654618445650e-01
1.686746987951807109e-01,1.000000000000000444e+00,9.999999999999994449e-01,8.313253012048165136e-01
1.726907630522088177e-01,1.000000000000000666e+00,9.999999999999994449e-01,8.273092369477883512e-01
1.767068273092369246e-01,1.000000000000000444e+00,9.999999999999995559e-01,8.232931726907602998e-01
1.807228915662650315e-01,1.000000000000000444e+00,9.999999999999994449e-01,8.192771084337322485e-01
1.847389558232931661e-01,1.000000000000000444e+00,9.999999999999995559e-01,8.152610441767041971e-01
1.887550200803212730e-01,1.000000000000000444e+00,9.999999999999994449e-01,8.112449799196761457e-01
1.927710843373493799e-01,1.000000000000000444e+00,9.999999999999995559e-01,8.072289156626480944e-01
1.967871485943774867e-01,1.000000000000000222e+00,9.999999999999996669e-01,8.032128514056200430e-01
2.008032128514055936e-01,1.000000000000000000e+00,9.999999999999996669e-01,7.991967871485919916e-01
2.048192771084337283e-01,1.000000000000000222e+00,9.999999999999996669e-01,7.951807228915638293e-01
2.088353413654618351e-01,1.000000000000000222e+00,9.999999999999996669e-01,7.911646586345356669e-01
2.128514056224899420e-01,1.000000000000000222e+00,9.999999999999995559e-01,7.871485943775075045e-01
2.168674698795180489e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.831325301204793421e-01
2.208835341365461558e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.791164658634511797e-01
2.248995983935742626e-01,1.000000000000000666e+00,9.999999999999994449e-01,7.751004016064230173e-01
2.289156626506023973e-01,1.000000000000000666e+00,9.999999999999994449e-01,7.710843373493948549e-01
2.329317269076305041e-01,1.000000000000000888e+00,9.999999999999994449e-01,7.670682730923666925e-01
2.369477911646586110e-01,1.000000000000000888e+00,9.999999999999993339e-01,7.630522088353385302e-01
2.409638554216867179e-01,1.000000000000000888e+00,9.999999999999994449e-01,7.590361445783104788e-01
2.449799196787148248e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.550200803212825384e-01
2.489959839357429594e-01,1.000000000000000222e+00,9.999999999999996669e-01,7.510040160642544871e-01
2.530120481927710663e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.469879518072263247e-01
2.570281124497991732e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.429718875501981623e-01
2.610441767068272800e-01,1.000000000000000444e+00,9.999999999999995559e-01,7.389558232931701109e-01
2.650602409638553869e-01,1.000000000000000222e+00,9.999999999999996669e-01,7.349397590361420596e-01
2.690763052208834938e-01,1.000000000000000000e+00,9.999999999999997780e-01,7.309236947791140082e-01
2.730923694779116007e-01,1.000000000000000222e+00,9.999999999999996669e-01,7.269076305220858458e-01
2.771084337349397075e-01,1.000000000000000000e+00,9.999999999999997780e-01,7.228915662650577945e-01
2.811244979919678699e-01,1.000000000000000222e+00,9.999999999999997780e-01,7.188755020080297431e-01
2.851405622489959768e-01,1.000000000000000000e+00,9.999999999999997780e-01,7.148594377510016917e-01
2.891566265060240837e-01,9.999999999999998890e-01,9.999999999999998890e-01,7.108433734939736404e-01
2.931726907630521906e-01,9.999999999999996669e-01,9.999999999999998890e-01,7.068273092369455890e-01
2.971887550200802974e-01,9.999999999999996669e-01,1.000000000000000000e+00,7.028112449799175376e-01
3.012048192771084043e-01,9.999999999999996669e-01,1.000000000000000000e+00,6.987951807228893752e-01
3.052208835341365112e-01,9.999999999999997780e-01,9.999999999999998890e-01,6.947791164658612129e-01
3.092369477911646181e-01,9.999999999999995559e-01,1.000000000000000000e+00,6.907630522088331615e-01
3.132530120481927249e-01,9.999999999999994449e-01,1.000000000000000000e+00,6.867469879518051101e-01
3.172690763052208318e-01,9.999999999999995559e-01,1.000000000000000000e+00,6.827309236947769477e-01
3.212851405622489942e-01,9.999999999999994449e-01,1.000000000000000000e+00,6.787148594377488964e-01
3.253012048192771011e-01,9.999999999999994449e-01,1.000000000000000000e+00,6.746987951807207340e-01
3.293172690763052080e-01,9.999999999999997780e-01,9.999999999999998890e-01,6.706827309236924606e-01
3.333333333333333148e-01,1.000000000000000000e+00,9.999999999999997780e-01,6.666666666666641872e-01
3.373493975903614217e-01,1.000000000000000444e+00,9.999999999999996669e-01,6.626506024096359138e-01
3.413654618473895286e-01,1.000000000000000666e+00,9.999999999999994449e-01,6.586345381526077514e-01
3.453815261044176355e-01,1.000000000000000666e+00,9.999999999999994449e-01,6.546184738955795890e-01
3.493975903614457423e-01,1.000000000000001110e+00,9.999999999999993339e-01,6.506024096385513156e-01
3.534136546184738492e-01,1.000000000000001332e+00,9.999999999999991118e-01,6.465863453815231532e-01
3.574297188755019561e-01,1.000000000000001554e+00,9.999999999999990008e-01,6.425702811244948798e-01
3.614457831325300630e-01,1.000000000000001776e+00,9.999999999999990008e-01,6.385542168674667174e-01
3.654618473895582254e-01,1.000000000000001776e+00,9.999999999999988898e-01,6.345381526104385550e-01
3.694779116465863322e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.305220883534103926e-01
3.734939759036144391e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.265060240963822302e-01
3.775100401606425460e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.224899598393540678e-01
3.815261044176706529e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.184738955823260165e-01
3.855421686746987597e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.144578313252978541e-01
3.895582329317268666e-01,1.000000000000001998e+00,9.999999999999988898e-01,6.104417670682696917e-01
3.935742971887549735e-01,1.000000000000002220e+00,9.999999999999988898e-01,6.064257028112416403e-01
3.975903614457830804e-01,1.000000000000002220e+00,9.999999999999987788e-01,6.024096385542134779e-01
4.016064257028111872e-01,1.000000000000002442e+00,9.999999999999987788e-01,5.983935742971853156e-01
4.056224899598392941e-01,1.000000000000002442e+00,9.999999999999987788e-01,5.943775100401572642e-01
4.096385542168674565e-01,1.000000000000002442e+00,9.999999999999987788e-01,5.903614457831292128e-01
4.136546184738955634e-01,1.000000000000002220e+00,9.999999999999988898e-01,5.863453815261011615e-01
4.176706827309236703e-01,1.000000000000002220e+00,9.999999999999990008e-01,5.823293172690731101e-01
4.216867469879517771e-01,1.000000000000001998e+00,9.999999999999990008e-01,5.783132530120450587e-01
4.257028112449798840e-01,1.000000000000001554e+00,9.999999999999992228e-01,5.742971887550171184e-01
4.297188755020079909e-01,1.000000000000001332e+00,9.999999999999994449e-01,5.702811244979891780e-01
4.337349397590360978e-01,1.000000000000000888e+00,9.999999999999995559e-01,5.662650602409612377e-01
4.377510040160642046e-01,1.000000000000000888e+00,9.999999999999996669e-01,5.622489959839332974e-01
4.417670682730923115e-01,1.000000000000000666e+00,9.999999999999996669e-01,5.582329317269052460e-01
4.457831325301204184e-01,1.000000000000000666e+00,9.999999999999997780e-01,5.542168674698771946e-01
4.497991967871485253e-01,1.000000000000000444e+00,9.999999999999998890e-01,5.502008032128491433e-01
4.538152610441766877e-01,1.000000000000000666e+00,9.999999999999997780e-01,5.461847389558209809e-01
4.578313253012047945e-01,1.000000000000000666e+00,9.999999999999997780e-01,5.421686746987928185e-01
4.618473895582329014e-01,1.000000000000000888e+00,9.999999999999996669e-01,5.381526104417646561e-01
4.658634538152610083e-01,1.000000000000000888e+00,9.999999999999996669e-01,5.341365461847364937e-01
4.698795180722891152e-01,1.000000000000001110e+00,9.999999999999995559e-01,5.301204819277083313e-01
4.738955823293172220e-01,1.000000000000000888e+00,9.999999999999996669e-01,5.261044176706801689e-01
4.779116465863453289e-01,1.000000000000000888e+00,9.999999999999996669e-01,5.220883534136521176e-01
4.819277108433734358e-01,1.000000000000000888e+00,9.999999999999997780e-01,5.180722891566240662e-01
4.859437751004015427e-01,1.000000000000000666e+00,9.999999999999997780e-01,5.140562248995960148e-01
4.899598393574296495e-01,1.000000000000000666e+00,9.999999999999998890e-01,5.100401606425679635e-01
4.939759036144578119e-01,1.000000000000000444e+00,9.999999999999998890e-01,5.060240963855399121e-01
4.979919678714859188e-01,1.000000000000000444e+00,1.000000000000000000e+00,5.020080321285118607e-01
5.020080321285139702e-01,1.000000000000000222e+00,1.000000000000000000e+00,4.979919678714838094e-01
5.060240963855421326e-01,1.000000000000000222e+00,1.000000000000000000e+00,4.939759036144557580e-01
5.100401606425701839e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.899598393574277067e-01
5.140562248995983463e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.859437751003995998e-01
5.180722891566265087e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.819277108433714929e-01
5.220883534136545601e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.779116465863433860e-01
5.261044176706827225e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.738955823293152791e-01
5.301204819277107738e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.698795180722871723e-01
5.341365461847389362e-01,9.999999999999997780e-01,1.000000000000000222e+00,4.658634538152591209e-01
5.381526104417669876e-01,9.999999999999998890e-01,1.000000000000000222e+00,4.618473895582310140e-01
5.421686746987951500e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.578313253012029627e-01
5.461847389558232013e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.538152610441748558e-01
5.502008032128513637e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.497991967871467489e-01
5.542168674698794151e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.457831325301186420e-01
5.582329317269075775e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.417670682730905352e-01
5.622489959839357399e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.377510040160624283e-01
5.662650602409637912e-01,9.999999999999995559e-01,1.000000000000000222e+00,4.337349397590343214e-01
5.702811244979919536e-01,9.999999999999996669e-01,1.000000000000000222e+00,4.297188755020061590e-01
5.742971887550200050e-01,9.999999999999997780e-01,1.000000000000000222e+00,4.257028112449779966e-01
5.783132530120481674e-01,9.999999999999998890e-01,1.000000000000000222e+00,4.216867469879498342e-01
5.823293172690762187e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.176706827309216719e-01
5.863453815261043811e-01,1.000000000000000000e+00,1.000000000000000222e+00,4.136546184738935650e-01
5.903614457831324325e-01,9.999999999999998890e-01,1.000000000000000222e+00,4.096385542168654581e-01
5.943775100401605949e-01,9.999999999999998890e-01,1.000000000000000222e+00,4.056224899598373512e-01
5.983935742971886462e-01,9.999999999999998890e-01,1.000000000000000222e+00,4.016064257028092443e-01
6.024096385542168086e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.975903614457811375e-01
6.064257028112449710e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.935742971887530306e-01
6.104417670682730224e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.895582329317249237e-01
6.144578313253011848e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.855421686746968168e-01
6.184738955823292361e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.815261044176687100e-01
6.224899598393573985e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.775100401606404921e-01
6.265060240963854499e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.734939759036123297e-01
6.305220883534136123e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.694779116465841673e-01
6.345381526104416636e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.654618473895560604e-01
6.385542168674698260e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.614457831325279535e-01
6.425702811244979884e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.574297188754998467e-01
6.465863453815260398e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.534136546184717953e-01
6.506024096385542022e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.493975903614437439e-01
6.546184738955822535e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.453815261044156926e-01
6.586345381526104159e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.413654618473875857e-01
6.626506024096384673e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.373493975903594788e-01
6.666666666666666297e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.333333333333313719e-01
6.706827309236946810e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.293172690763032651e-01
6.746987951807228434e-01,9.999999999999997780e-01,1.000000000000000222e+00,3.253012048192751582e-01
6.787148594377508948e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.212851405622469958e-01
6.827309236947790572e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.172690763052188334e-01
6.867469879518072196e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.132530120481907265e-01
6.907630522088352709e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.092369477911626197e-01
6.947791164658634333e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.052208835341345128e-01
6.987951807228914847e-01,9.999999999999998890e-01,1.000000000000000222e+00,3.012048192771064059e-01
7.028112449799196471e-01,9.999999999999998890e-01,1.000000000000000222e+00,2.971887550200782990e-01
7.068273092369476984e-01,9.999999999999998890e-01,1.000000000000000222e+00,2.931726907630501922e-01
7.108433734939758608e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.891566265060221408e-01
7.148594377510039122e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.851405622489940339e-01
7.188755020080320746e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.811244979919659270e-01
7.228915662650601259e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.771084337349378202e-01
7.269076305220882883e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.730923694779097133e-01
7.309236947791164507e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.690763052208816064e-01
7.349397590361445021e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.650602409638534995e-01
7.389558232931726645e-01,9.999999999999998890e-01,1.000000000000000222e+00,2.610441767068253927e-01
7.429718875502007158e-01,9.999999999999997780e-01,1.000000000000000222e+00,2.570281124497972303e-01
7.469879518072288782e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.530120481927690679e-01
7.510040160642569296e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.489959839357409332e-01
7.550200803212850920e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.449799196787127986e-01
7.590361445783131433e-01,1.000000000000000222e+00,1.000000000000000000e+00,2.409638554216846640e-01
7.630522088353413057e-01,1.000000000000000222e+00,1.000000000000000000e+00,2.369477911646565294e-01
7.670682730923693571e-01,1.000000000000000222e+00,9.999999999999998890e-01,2.329317269076283947e-01
7.710843373493975195e-01,1.000000000000000444e+00,9.999999999999998890e-01,2.289156626506002601e-01
7.751004016064256819e-01,1.000000000000000444e+00,9.999999999999998890e-01,2.248995983935721255e-01
7.791164658634537332e-01,1.000000000000000444e+00,9.999999999999998890e-01,2.208835341365439908e-01
7.831325301204818956e-01,1.000000000000000444e+00,9.999999999999997780e-01,2.168674698795158562e-01
7.871485943775099470e-01,1.000000000000000444e+00,9.999999999999997780e-01,2.128514056224877493e-01
7.911646586345381094e-01,1.000000000000000444e+00,9.999999999999997780e-01,2.088353413654596424e-01
7.951807228915661607e-01,1.000000000000000444e+00,9.999999999999998890e-01,2.048192771084315633e-01
7.991967871485943231e-01,1.000000000000000444e+00,9.999999999999998890e-01,2.008032128514034842e-01
8.032128514056223745e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.967871485943754051e-01
8.072289156626505369e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.927710843373473260e-01
8.112449799196785882e-01,1.000000000000000222e+00,9.999999999999998890e-01,1.887550200803192468e-01
8.152610441767067506e-01,1.000000000000000222e+00,9.999999999999998890e-01,1.847389558232911400e-01
8.192771084337349130e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.807228915662630053e-01
8.232931726907629644e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.767068273092348984e-01
8.273092369477911268e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.726907630522067916e-01
8.313253012048191781e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.686746987951786847e-01
8.353413654618473405e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.646586345381505778e-01
8.393574297188753919e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.606425702811224709e-01
8.433734939759035543e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.566265060240943641e-01
8.473895582329316056e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.526104417670662572e-01
8.514056224899597680e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.485943775100381503e-01
8.554216867469878194e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.445783132530100434e-01
8.594377510040159818e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.405622489959819366e-01
8.634538152610441442e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.365461847389538019e-01
8.674698795180721955e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.325301204819256951e-01
8.714859437751003579e-01,1.000000000000000444e+00,9.999999999999998890e-01,1.285140562248976159e-01
8.755020080321284093e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.244979919678695229e-01
8.795180722891565717e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.204819277108414299e-01
8.835341365461846230e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.164658634538133369e-01
8.875502008032127854e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.124497991967852301e-01
8.915662650602408368e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.084337349397571232e-01
8.955823293172689992e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.044176706827290163e-01
8.995983935742970505e-01,1.000000000000000222e+00,1.000000000000000000e+00,1.004016064257009094e-01
9.036144578313252129e-01,1.000000000000000222e+00,1.000000000000000000e+00,9.638554216867280255e-02
9.076305220883533753e-01,1.000000000000000222e+00,1.000000000000000000e+00,9.236947791164469568e-02
9.116465863453814267e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.835341365461660268e-02
9.156626506024095891e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.433734939758850968e-02
9.196787148594376404e-01,1.000000000000000000e+00,1.000000000000000222e+00,8.032128514056041668e-02
9.236947791164658028e-01,9.999999999999998890e-01,1.000000000000000222e+00,7.630522088353232368e-02
9.277108433734938542e-01,9.999999999999998890e-01,1.000000000000000222e+00,7.228915662650424456e-02
9.317269076305220166e-01,9.999999999999997780e-01,1.000000000000000222e+00,6.827309236947615156e-02
9.357429718875500679e-01,9.999999999999997780e-01,1.000000000000000222e+00,6.425702811244807244e-02
9.397590361445782303e-01,9.999999999999996669e-01,1.000000000000000222e+00,6.024096385542000026e-02
9.437751004016063927e-01,9.999999999999995559e-01,1.000000000000000222e+00,5.622489959839192114e-02
9.477911646586344441e-01,9.999999999999994449e-01,1.000000000000000444e+00,5.220883534136385590e-02
9.518072289156626065e-01,9.999999999999993339e-01,1.000000000000000444e+00,4.819277108433579065e-02
9.558232931726906578e-01,9.999999999999992228e-01,1.000000000000000444e+00,4.417670682730773235e-02
9.598393574297188202e-01,9.999999999999991118e-01,1.000000000000000444e+00,4.016064257027968099e-02
9.638554216867468716e-01,9.999999999999988898e-01,1.000000000000000666e+00,3.614457831325162962e-02
9.678714859437750340e-01,9.999999999999987788e-01,1.000000000000000666e+00,3.212851405622358519e-02
9.718875502008030853e-01,9.999999999999985567e-01,1.000000000000000888e+00,2.811244979919556505e-02
9.759036144578312477e-01,9.999999999999983347e-01,1.000000000000000888e+00,2.409638554216755879e-02
9.799196787148592991e-01,9.999999999999980016e-01,1.000000000000001110e+00,2.008032128513957335e-02
9.839357429718874615e-01,9.999999999999976685e-01,1.000000000000001110e+00,1.606425702811160872e-02
9.879518072289156239e-01,9.999999999999973355e-01,1.000000000000001332e+00,1.204819277108366317e-02
9.919678714859436752e-01,9.999999999999968914e-01,1.000000000000001554e+00,8.032128514055743643e-03
9.959839357429718376e-01,9.999999999999964473e-01,1.000000000000001776e+00,4.016064257027854474e-03
1.000000000000000000e+00,9.999999999999957812e-01,1.000000000000001998e+00,0.000000000000000000e+00
