x,p,n,phi
1.285140562248995866e-01,9.030970634237068806e-01,9.075486192156693166e-01,7.583531244211039191e-01
1.325301204819276935e-01,9.040378966375761660e-01,9.084515807318532810e-01,7.548635840855739687e-01
1.365461847389558003e-01,9.058836394008596971e-01,9.092664589499314109e-01,7.514025186720245664e-01
1.405622489959839350e-01,9.067262640052183853e-01,9.102094919554784003e-01,7.479632775487224938e-01
1.445783132530120418e-01,9.084689558368438389e-01,9.110581819297028927e-01,7.445465085013562856e-01
1.485943775100401487e-01,9.092406523024070264e-01,9.120310883708014904e-01,7.411464438690340550e-01
1.526104417670682556e-01,9.109044548364949589e-01,9.129048000100923321e-01,7.377643817596930553e-01
1.566265060240963625e-01,9.116255415915437421e-01,9.138999966774853378e-01,7.343952248949359163e-01
1.606425702811244971e-01,9.132285238484560974e-01,9.147921938934561181e-01,7.310407416972870553e-01
1.646586345381526040e-01,9.139141049632838465e-01,9.158040435561589643e-01,7.276963465307667578e-01
1.686746987951807109e-01,9.154697763696885149e-01,9.167098675320126677e-01,7.243641443197980090e-01
1.726907630522088177e-01,9.161310578770156532e-01,9.177341808752080832e-01,7.210399425679336893e-01
1.767068273092369246e-01,9.176495207194075299e-01,9.186500206253012113e-01,7.177260833782743710e-01
1.807228915662650315e-01,9.182947990809713357e-01,9.196836854049225130e-01,7.144186789226090184e-01
1.847389558232931661e-01,9.197836126515347432e-01,9.206068580466408857e-01,7.111202348793496109e-01
1.887550200803212730e-01,9.204190153272412411e-01,9.216475630088473148e-01,7.078271020110397105e-01
1.927710843373493799e-01,9.218838426100313121e-01,9.225760757611133345e-01,7.045418951289662557e-01
1.967871485943774867e-01,9.225138819076851293e-01,9.236221051533066717e-01,7.012611541951908611e-01
2.008032128514055936e-01,9.239589727821060361e-01,9.245544782118546578e-01,6.979875629734887399e-01
2.048192771084337283e-01,9.245869594770214084e-01,9.256045588733978757e-01,6.947178136603348042e-01
2.088353413654618351e-01,9.260155113251637982e-01,9.265396936262603189e-01,6.914546293986888470e-01
2.128514056224899420e-01,9.266438631990818742e-01,9.275928812365236142e-01,6.881948269037957422e-01
2.168674698795180489e-01,9.280582897555303967e-01,9.285299622418825560e-01,6.849411470071666841e-01
2.208835341365461558e-01,9.286887615306843591e-01,9.295855567234024841e-01,6.816905101097561204e-01
2.248995983935742626e-01,9.300908931601861163e-01,9.305239788225041497e-01,6.784456588944649535e-01
2.289156626506023973e-01,9.307247477145148551e-01,9.315814614464698051e-01,6.752036017351555897e-01
2.329317269076305041e-01,9.321159805064135329e-01,9.325207755838119672e-01,6.719670716720670400e-01
2.369477911646586110e-01,9.327541162737990055e-01,9.335797622256591932e-01,6.687331531480013025e-01
2.409638554216867179e-01,9.341355229702260621e-01,9.345196351883562347e-01,6.655045612860983617e-01
2.449799196787148248e-01,9.347785686767727809e-01,9.355798415980621785e-01,6.622784475275688143e-01
2.489959839357429594e-01,9.361509811643999868e-01,9.365200261085766531e-01,6.590575031883794122e-01
2.530120481927710663e-01,9.367993662327026572e-01,9.375812421163165489e-01,6.558389397459121195e-01
2.570281124497991732e-01,9.381634368621706299e-01,9.385215546237365425e-01,6.526254205826249599e-01
2.610441767068272800e-01,9.388174437023516505e-01,9.395836249886040381e-01,6.494142118192447466e-01
2.650602409638553869e-01,9.401736908533874226e-01,9.405239291824838421e-01,6.462079460812109044e-01
2.690763052208834938e-01,9.408334936783335767e-01,9.415867393783747819e-01,6.430039399088557373e-01
2.730923694779116007e-01,9.421823356083752765e-01,9.425269339548822956e-01,6.398047933077979366e-01
2.771084337349397075e-01,9.428480292287094722e-01,9.435903996244497938e-01,6.366078698860212493e-01
2.811244979919678699e-01,9.441898092121607799e-01,9.445304092112121186e-01,6.334157358734201493e-01
2.851405622489959768e-01,9.448614303841476048e-01,9.455944683440704601e-01,6.302257992447261037e-01
2.891566265060240837e-01,9.461964353804522831e-01,9.465342367705427140e-01,6.270405918169154047e-01
2.931726907630521906e-01,9.468739786218688392e-01,9.475988439040377020e-01,6.238575637177612432e-01
2.971887550200802974e-01,9.482024531373649534e-01,9.485383292129512256e-01,6.206792120933877221e-01
3.012048192771084043e-01,9.488858824357981891e-01,9.496034511340205597e-01,6.175030273764871014e-01
3.052208835341365112e-01,9.502080388173032022e-01,9.505426218847742303e-01,6.143314720603911816e-01
3.092369477911646181e-01,9.508972962899236991e-01,9.516082344454734887e-01,6.111620753099149539e-01
3.132530120481927249e-01,9.522133223700685045e-01,9.525470669758528963e-01,6.079972651832387109e-01
3.172690763052208318e-01,9.529083346618945072e-01,9.536131527348258308e-01,6.048346082128391865e-01
3.212851405622489942e-01,9.542183994396709057e-01,9.545516291333306924e-01,6.016764983824725022e-01
3.253012048192771011e-01,9.549190824449255155e-01,9.556181756096160385e-01,5.985205383864222739e-01
3.293172690763052080e-01,9.562233403089566153e-01,9.565562822145214916e-01,5.953690885961085977e-01
3.333333333333333148e-01,9.569296026495853758e-01,9.576232805951723215e-01,5.922197867834441132e-01
3.373493975903614217e-01,9.582281965208323538e-01,9.585610068838903430e-01,5.890749602401822438e-01
3.413654618473895286e-01,9.589399421043461880e-01,9.596284510677995927e-01,5.859322808259219695e-01
3.453815261044176355e-01,9.602330057777780370e-01,9.605657888353408280e-01,5.827940433333304027e-01
3.493975903614457423e-01,9.609501356734340138e-01,9.616336747260582074e-01,5.796579527935786791e-01
3.534136546184738492e-01,9.622377955659825455e-01,9.625706174775580104e-01,5.765262721120719691e-01
3.574297188755019561e-01,9.629602093765537996e-01,9.636389424604410170e-01,5.733967386340721450e-01
3.614457831325300630e-01,9.642425858350789358e-01,9.645754849621354099e-01,5.702715840085675891e-01
3.654618473895582254e-01,9.649701826956128548e-01,9.656442475179173313e-01,5.671485770847263241e-01
3.694779116465863322e-01,9.662473909788230619e-01,9.665803854653572946e-01,5.640299188960493648e-01
3.734939759036144391e-01,9.669800702797570757e-01,9.676495848846373704e-01,5.609134090242481330e-01
3.775100401606425460e-01,9.682522212985069654e-01,9.685853146576208772e-01,5.578012185318433902e-01
3.815261044176706529e-01,9.689898832052571409e-01,9.696549508299907583e-01,5.546911769941916814e-01
3.855421686746987597e-01,9.702570840837614341e-01,9.705902693116131852e-01,5.515854261462045383e-01
3.895582329317268666e-01,9.709996299061903757e-01,9.716603425699574803e-01,5.484818248456624357e-01
3.935742971887549735e-01,9.722619844104563036e-01,9.725952470130542205e-01,5.453824861387158718e-01
3.975903614457830804e-01,9.730093168617302002e-01,9.736657580186282024e-01,5.422852974783981539e-01
4.016064257028111872e-01,9.742669257294975793e-01,9.746002459472326018e-01,5.391923438540114910e-01
4.056224899598392941e-01,9.750189491035743394e-01,9.756711956048620404e-01,5.361015406479583412e-01
4.096385542168674565e-01,9.762719103011222588e-01,9.766052647415277566e-01,5.330149454159784916e-01
4.136546184738955634e-01,9.770285305904816697e-01,9.776766541370536245e-01,5.299305008231199876e-01
4.176706827309236703e-01,9.782769395150876512e-01,9.786103023492708219e-01,5.268502376050560043e-01
4.216867469879517771e-01,9.790380644846810032e-01,9.796821327034171967e-01,5.237721250802659378e-01
4.257028112449798840e-01,9.802820141266094245e-01,9.806153579641232465e-01,5.206981677672869457e-01
4.297188755020079909e-01,9.810475533558271621e-01,9.816876305984821860e-01,5.176263610250246838e-01
4.337349397590360978e-01,9.822871344301264962e-01,9.826204309569693818e-01,5.145586837467559516e-01
4.377510040160642046e-01,9.830569993314953736e-01,9.836931472689257605e-01,5.114931567339785490e-01
4.417670682730923115e-01,9.842923003872021681e-01,9.846255208294169003e-01,5.084317338352473126e-01
4.457831325301204184e-01,9.850664042082366567e-01,9.856986822736649723e-01,5.053724607111468314e-01
4.497991967871485253e-01,9.862975117206066455e-01,9.866306271795408644e-01,5.023172667345789932e-01
4.538152610441766877e-01,9.870757695335548032e-01,9.877042352544576076e-01,4.992642218553413058e-01
4.578313253012047945e-01,9.883027679834853751e-01,9.886357496766480235e-01,4.962152315282618575e-01
4.618473895582329014e-01,9.890850966664584965e-01,9.897098059142442894e-01,4.931683894355216036e-01
4.658634538152610083e-01,9.903080686101807251e-01,9.906408880426840202e-01,4.901255776600200731e-01
4.698795180722891152e-01,9.910943868222384934e-01,9.917153940011884661e-01,4.870849130720316666e-01
4.738955823293172220e-01,9.923134129535664538e-01,9.926460420385251338e-01,4.840482549173521498e-01
4.779116465863453289e-01,9.931036411056484159e-01,9.937209992969020522e-01,4.810137427221569117e-01
4.819277108433734358e-01,9.943188003124807661e-01,9.946512114538593741e-01,4.779832134187941284e-01
4.859437751004015427e-01,9.951128605355777923e-01,9.957266216077447218e-01,4.749548286688506926e-01
4.899598393574296495e-01,9.963242299519196044e-01,9.966563960996931426e-01,4.719304036038940442e-01
4.939759036144578119e-01,9.971220460635122906e-01,9.977322607583651859e-01,4.689081215117782975e-01
4.979919678714859188e-01,9.983297011179670388e-01,9.986615958027731388e-01,4.658897762251646979e-01
5.020080321285139702e-01,9.991311985874907764e-01,9.997379165868723883e-01,4.628735721600463204e-01
5.060240963855421326e-01,1.000335213048941352e+00,1.000666810401388274e+00,4.598612823414683914e-01
5.100401606425701839e-01,1.001140318962848941e+00,1.001743588941171437e+00,4.568511318261432308e-01
5.140562248995983463e-01,1.002340764983888244e+00,1.002672039742150023e+00,4.538448733124201273e-01
5.180722891566265087e-01,1.003149408010741706e+00,1.003749277676111662e+00,4.508407520207305952e-01
5.220883534136545601e-01,1.004346356169288024e+00,1.004677283677438027e+00,4.478405007934940230e-01
5.261044176706827225e-01,1.005158466525223782e+00,1.005754982651172025e+00,4.448423845480038996e-01
5.301204819277107738e-01,1.006351985864696541e+00,1.006682542063264574e+00,4.418481167315774782e-01
5.341365461847389362e-01,1.007167495279551295e+00,1.007760703728450391e+00,4.388559815013904908e-01
5.381526104417669876e-01,1.008357653347930372e+00,1.008687814757339263e+00,4.358676733607593778e-01
5.421686746987951500e-01,1.009176495032294785e+00,1.009766440770759610e+00,4.328814952593819099e-01
5.461847389558232013e-01,1.010363357920384120e+00,1.010693101617142986e+00,4.298991231981551531e-01
5.502008032128513637e-01,1.011185466533854660e+00,1.011772193639629114e+00,4.269188784813051640e-01
5.542168674698794151e-01,1.012369098913087351e+00,1.012698402497806072e+00,4.239424190395685854e-01
5.582329317269075775e-01,1.013194410534030254e+00,1.013777962193004756e+00,4.209680841028221043e-01
5.622489959839357399e-01,1.014374875694209477e+00,1.014703717249562320e+00,4.179975139547659202e-01
5.662650602409637912e-01,1.015203327791421861e+00,1.015783746282392430e+00,4.150290653309132716e-01
5.702811244979919536e-01,1.016380687678885009e+00,1.016709045714504489e+00,4.120643612820897861e-01
5.742971887550200050e-01,1.017212219085661173e+00,1.017789545749134161e+00,4.091017756380379566e-01
5.783132530120481674e-01,1.018386534342504701e+00,1.018714387722276404e+00,4.061429146220629227e-01
5.823293172690762187e-01,1.019221085233792401e+00,1.019795360419402108e+00,4.031861687550679085e-01
5.863453815261043811e-01,1.020392415239002704e+00,1.020719743084224751e+00,4.002331278295132577e-01
5.903614457831324325e-01,1.021229927112604408e+00,1.021801190097344492e+00,3.972821986624477941e-01
5.943775100401605949e-01,1.022398330026261570e+00,1.022725111585347069e+00,3.943349550035821771e-01
5.983935742971886462e-01,1.023238745689393436e+00,1.023807034555612727e+00,3.913898195788358958e-01
6.024096385542168086e-01,1.024404278501545029e+00,1.024730492973127349e+00,3.884483504747374694e-01
6.064257028112449710e-01,1.025247542064602779e+00,1.025812893522195068e+00,3.855089859461883761e-01
6.104417670682730224e-01,1.026410260651028361e+00,1.026735886941992471e+00,3.825732687875693649e-01
6.144578313253011848e-01,1.027256317531143770e+00,1.027818766662059957e+00,3.796396524098472058e-01
6.184738955823292361e-01,1.028416276719108291e+00,1.028741293111618438e+00,3.767096646776689206e-01
6.224899598393573985e-01,1.029265073657115837e+00,1.029824653551514535e+00,3.737817737916221406e-01
6.265060240963854499e-01,1.030422327305433816e+00,1.030746710996611082e+00,3.708574930402144809e-01
6.305220883534136123e-01,1.031273812401327872e+00,1.031830553642355541e+00,3.679353050530602132e-01
6.345381526104416636e-01,1.032428413500781295e+00,1.032752139964098648e+00,3.650167088869477605e-01
6.385542168674698260e-01,1.033282536274791719e+00,1.033836466211703442e+00,3.621002012449772711e-01
6.425702811244979884e-01,1.034434537077375094e+00,1.034757579174371278e+00,3.591872672868952066e-01
6.465863453815260398e-01,1.035291248566654332e+00,1.035842390291770387e+00,3.562764174377597848e-01
6.506024096385542022e-01,1.036440700755503430e+00,1.036763027497760614e+00,3.533691232843396701e-01
6.546184738955822535e-01,1.037299953660458129e+00,1.037848324571494008e+00,3.504639086247487434e-01
6.586345381526104159e-01,1.038446908577103978e+00,1.038768483398200049e+00,3.475622317849415555e-01
6.626506024096384673e-01,1.039308657477056919e+00,1.039854267258714104e+00,3.446626295879375301e-01
6.666666666666666297e-01,1.040453166429339049e+00,1.040773944770049697e+00,3.417665473972666401e-01
6.706827309236946810e-01,1.041317368095170615e+00,1.041860215887003616e+00,3.388725347108986763e-01
6.746987951807228434e-01,1.042459482778561375e+00,1.042779408709358924e+00,3.359820242118620737e-01
6.787148594377508948e-01,1.043326096621141064e+00,1.043866167044839699e+00,3.330935777177982393e-01
6.827309236947790572e-01,1.044465869699464422e+00,1.044784871193119358e+00,3.302086154928507433e-01
6.867469879518072196e-01,1.045334858408391243e+00,1.045872115995777785e+00,3.273257113088616777e-01
6.907630522088352709e-01,1.046472344318510217e+00,1.046790326629365886e+00,3.244462732469505228e-01
6.947791164658634333e-01,1.047343674767754695e+00,1.047878056145603365e+00,3.215688866507309118e-01
6.987951807228914847e-01,1.048478930838955270e+00,1.048795767225926046e+00,3.186949476206979992e-01
7.028112449799196471e-01,1.049352575367030083e+00,1.049883978294585241e+00,3.158230526634185353e-01
7.068273092369476984e-01,1.050485663382601187e+00,1.050801182104458276e+00,3.129545860568273552e-01
7.108433734939758608e-01,1.051361601598556073e+00,1.051889869587857351e+00,3.100881550220614957e-01
7.148594377510039122e-01,1.052492589978802018e+00,1.052806556056631093e+00,3.072251321129019774e-01
7.188755020080320746e-01,1.053370811306766130e+00,1.053895712041616806e+00,3.043641347586711343e-01
7.228915662650601259e-01,1.054499778165499890e+00,1.054811867797383673e+00,3.015065238061747643e-01
7.269076305220882883e-01,1.055380285426961606e+00,1.055901480473115495e+00,2.986509263026994598e-01
7.309236947791164507e-01,1.056507322856022446e+00,1.056817087511200626e+00,2.957986912936751978e-01
7.349397590361445021e-01,1.057390137310775025e+00,1.057907139592392909e+00,2.929484547340642231e-01
7.389558232931726645e-01,1.058515357391438316e+00,1.058822173404240008e+00,2.901015536192467770e-01
7.429718875502007158e-01,1.059400525829557571e+00,1.059912639915108201e+00,2.872566319306502081e-01
7.469879518072288782e-01,1.060524069073010001e+00,1.060827066858110346e+00,2.844150141506070484e-01
7.510040160642569296e-01,1.061411673791763155e+00,1.061917912016904886e+00,2.815753511634550010e-01
7.550200803212850920e-01,1.062533720997269171e+00,1.062831685616184574e+00,2.787389541766909229e-01
7.590361445783131433e-01,1.063423893837233125e+00,1.063922858453991482e+00,2.759044795113017590e-01
7.630522088353413057e-01,1.064544682760403038e+00,1.064835914200901401e+00,2.730732239205517775e-01
7.670682730923693571e-01,1.065437624854919552e+00,1.065927342398684807e+00,2.702438472120166080e-01
7.710843373493975195e-01,1.066557473647817389e+00,1.066839590432848484e+00,2.674176299205474061e-01
7.751004016064256819e-01,1.067453483216653343e+00,1.067931171649596944e+00,2.645932327080126045e-01
7.791164658634537332e-01,1.068572823404609018e+00,1.068842486460327201e+00,2.617719173066288540e-01
7.831325301204818956e-01,1.069472334877469955e+00,1.069934076127422751e+00,2.589523416388346821e-01
7.871485943775099470e-01,1.070591757770817720e+00,1.070844282056319097e+00,2.561357448987994778e-01
7.911646586345381094e-01,1.071495396874080352e+00,1.071935676193151110e+00,2.533207773214262160e-01
7.951807228915661607e-01,1.072615718913257021e+00,1.072844527020108796e+00,2.505086502099749257e-01
7.991967871485943231e-01,1.073524380256621447e+00,1.073935438033120082e+00,2.476979992560491839e-01
8.032128514056223745e-01,1.074646735049715307e+00,1.074842588222881590e+00,2.448900002450050406e-01
8.072289156626505369e-01,1.075561691439215206e+00,1.075932610813379542e+00,2.420832647824402162e-01
8.112449799196785882e-01,1.076687659446934120e+00,1.076837575004312875e+00,2.392789223094991813e-01
8.152610441767067506e-01,1.077610715954674392e+00,1.077926138128779465e+00,2.364755470181028052e-01
8.192771084337349130e-01,1.078742507299556674e+00,1.078828234039868494e+00,2.336742066756530567e-01
8.232931726907629644e-01,1.079676218505368990e+00,1.079914533197761983e+00,2.308734194000268414e-01
8.273092369477911268e-01,1.080816930786911545e+00,1.080812801144327429e+00,2.280741696137469077e-01
8.313253012048191781e-01,1.081764907239090023e+00,1.081895702911120916e+00,2.252748931850412917e-01
8.353413654618473405e-01,1.082918889320999778e+00,1.082788792314870685e+00,2.224764605857708910e-01
8.393574297188753919e-01,1.083886230097326431e+00,1.083866699707661585e+00,2.196771886645145500e-01
8.433734939759035543e-01,1.085059595741936889e+00,1.084752709023449002e+00,2.168777907427764939e-01
8.473895582329316056e-01,1.086053499404028511e+00,1.085823371580464602e+00,2.140764129386592274e-01
8.514056224899597680e-01,1.087254853016363043e+00,1.086699622461611892e+00,2.112735504628523719e-01
8.554216867469878194e-01,1.088285481235615304e+00,1.087759868266607644e+00,2.084671059122096270e-01
8.594377510040159818e-01,1.089526944255885477e+00,1.088622586876115017e+00,2.056572703648474332e-01
8.634538152610441442e-01,1.090608643869800387e+00,1.089667944360704910e+00,2.028416003478491214e-01
8.674698795180721955e-01,1.091907308067207927e+00,1.090511811551540422e+00,2.000198613996458930e-01
8.714859437751003579e-01,1.093060342630551185e+00,1.091535975629284838e+00,1.971891193933264230e-01
8.755020080321284093e-01,1.094440331001296451e+00,1.092353491915608377e+00,1.943485429198127667e-01
8.795180722891565717e-01,1.095693338544774242e+00,1.093347570243577538e+00,1.914945031854762836e-01
8.835341365461846230e-01,1.097188733752890499e+00,1.094128159168567649e+00,1.886253297061925016e-01
8.875502008032127854e-01,1.098582223457711837e+00,1.095079607848179037e+00,1.857364109029021604e-01
8.915662650602408368e-01,1.100241240278923449e+00,1.095808349857916530e+00,1.828248949440205717e-01
8.955823293172689992e-01,1.101832582850153175e+00,1.096699470526615094e+00,1.798847801533716984e-01
8.995983935742970505e-01,1.103723534812516949e+00,1.097355315053455405e+00,1.769115490431567850e-01
9.036144578313252129e-01,1.105594114933006411e+00,1.098161132684486896e+00,1.738972333068289911e-01
9.076305220883533753e-01,1.107813989033364255e+00,1.098714373636109798e+00,1.708349636197680210e-01
9.116465863453814267e-01,1.110079515902451464e+00,1.099399640356437446e+00,1.677139876834707333e-01
9.156626506024095891e-01,1.112766378548065482e+00,1.099808352429158198e+00,1.645241104356074402e-01
9.196787148594376404e-01,1.115591865662063364e+00,1.100323318909002479e+00,1.612506343676031184e-01
9.236947791164658028e-01,1.118942975843951082e+00,1.100528329310703324e+00,1.578786531351462075e-01
9.277108433734938542e-01,1.122564735768659672e+00,1.100802780431381356e+00,1.543878696476724821e-01
9.317269076305220166e-01,1.126863317145545329e+00,1.100720579586530468e+00,1.507566887128203026e-01
9.357429718875500679e-01,1.131621716949150258e+00,1.100655430133122170e+00,1.469568476753309871e-01
9.397590361445782303e-01,1.137277179644225145e+00,1.100168188615445741e+00,1.429572273645007274e-01
9.437751004016063927e-01,1.143666344483544872e+00,1.099623658433978912e+00,1.387181980697587136e-01
9.477911646586344441e-01,1.151276023610178445e+00,1.098565194304732318e+00,1.341950269963385345e-01
9.518072289156626065e-01,1.160021121807509159e+00,1.097344207436321106e+00,1.293317915413409736e-01
9.558232931726906578e-01,1.170467702416330358e+00,1.095480313470661882e+00,1.240641954187981233e-01
9.598393574297188202e-01,1.182648924491133791e+00,1.093305266805870701e+00,1.183128174930864890e-01
9.638554216867468716e-01,1.197259652377398842e+00,1.090306235745405639e+00,1.119850381694279529e-01
9.678714859437750340e-01,1.214519003382791063e+00,1.086786637608108563e+00,1.049672479321906438e-01
9.718875502008030853e-01,1.235337366206999521e+00,1.082189098501292079e+00,9.712539120715681096e-02
9.759036144578312477e-01,1.260240456724861957e+00,1.076776779095017789e+00,8.829549707817331561e-02
9.799196787148592991e-01,1.290514776163351973e+00,1.069931085213825073e+00,7.828198540992535592e-02
9.839357429718874615e-01,1.327221293883886322e+00,1.061858756401589110e+00,6.684537610809387909e-02
9.879518072289156239e-01,1.372340551310613721e+00,1.051857196012811135e+00,5.369677804813077771e-02
9.919678714859436752e-01,1.427935521639128291e+00,1.040055168739235647e+00,3.848057878626575529e-02
9.959839357429718376e-01,1.497362658364743027e+00,1.025635303020835387e+00,2.076196599623252731e-02
1.000000000000000000e+00,1.584729409851466375e+00,1.008620257169423162e+00,0.000000000000000000e+00
